1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412
1412,1412,2924,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,1412,1412
1412,1412,2924,2921,2921,2921,2921,2921,2921,2921,2921,2921,2921,1412,1412
1412,1412,2984,2981,2981,2981,2981,2981,2981,2981,2981,2981,2981,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,1657,2801,1657,2801,2801,2801,1657,2801,1412,1412
1412,1412,2804,2801,2801,2213,2213,2213,2213,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,2804,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,1412,1412
1412,1412,1412,1412,1412,1412,1412,1412,1412,2801,1412,1412,1412,1412,1412
1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412
