58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,1657,1657,1657,1657,58,1657,1657,1657,58,58
58,58,58,58,58,2236,1657,2236,1657,58,2419,2422,2421,58,58
58,58,58,58,58,1657,1657,1657,1657,58,1657,1657,1657,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,1824,58,58
58,58,58,58,58,58,58,58,58,58,58,58,1884,58,58
58,58,58,58,58,58,58,58,58,58,58,58,1944,58,58
58,58,2657,58,58,58,58,58,58,58,58,58,58,58,58
58,58,2657,2657,58,58,58,58,58,58,58,58,58,58,58
58,58,58,58,58,58,58,58,58,388,58,58,58,58,58
58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
